MaStR-Nr. der Einheit;Anzeige-Name der Einheit;Betriebs-Status;Inbetriebnahmedatum der Einheit;Registrierungsdatum der Einheit;Energieträger;Bruttoleistung der Einheit;Nettonennleistung der Einheit;Postleitzahl;Ort;Name des Anlagenbetreibers (nur Org.);"	MaStR-Nr. des Anlagenbetreibers";Letzte Aktualisierung
SEE958254063701;ABO Energy WP Karenz WEA 1;In Planung;;03.01.2025;Wind;4800;4800;19294;Karenz;ABO Wind WP Karenz GmbH & Co. KG;ABR924491205242;03.01.2025
SEE910246629593;ABO Energy WP Karenz WEA 2;In Planung;;03.01.2025;Wind;4800;4800;19294;Karenz;ABO Wind WP Karenz GmbH & Co. KG;ABR924491205242;03.01.2025
SEE997191825171;ABO Energy WP Karenz WEA 3;In Planung;;03.01.2025;Wind;4800;4800;19294;Karenz;ABO Wind WP Karenz GmbH & Co. KG;ABR924491205242;03.01.2025
SEE993236864341;ABO Energy WP Karenz WEA 4;In Planung;;03.01.2025;Wind;4800;4800;19294;Grebs;ABO Wind WP Karenz GmbH & Co. KG;ABR924491205242;03.01.2025
SEE935622383395;Jatznick-WEA-1;In Planung;;02.01.2025;Wind;5700;5700;17309;Schönwalde;wpd Windpark Jatznick GmbH & Co. KG;ABR952611457707;28.03.2025
SEE918595588653;Jatznick-WEA-2;In Planung;;02.01.2025;Wind;6800;6800;17309;Jatznick;wpd Windpark Jatznick GmbH & Co. KG;ABR952611457707;28.03.2025
SEE904777308638;Jatznick-WEA-3;In Planung;;02.01.2025;Wind;6800;6800;17309;Jatznick;wpd Windpark Jatznick GmbH & Co. KG;ABR952611457707;28.03.2025
SEE934843805976;Jatznick-WEA-4;In Planung;;02.01.2025;Wind;6800;6800;17309;Jatznick;wpd Windpark Jatznick GmbH & Co. KG;ABR952611457707;28.03.2025
SEE971018378866;Jatznick-WEA-5;In Planung;;02.01.2025;Wind;6800;6800;17309;Jatznick;wpd Windpark Jatznick GmbH & Co. KG;ABR952611457707;28.03.2025
SEE919694067469;WEA Postlow-Blesewitz 01;In Planung;;30.12.2024;Wind;6800;6800;17391;Postlow;UKA Umweltgerechte Kraftanlagen GmbH & Co. KG;ABR999408386086;25.09.2025
SEE931359637305;WEA Postlow-Blesewitz 02;In Planung;;30.12.2024;Wind;6800;6800;17391;Postlow;UKA Umweltgerechte Kraftanlagen GmbH & Co. KG;ABR999408386086;25.09.2025
SEE957535701448;WEA Postlow-Blesewitz 03;In Planung;;30.12.2024;Wind;6800;6800;17391;Postlow;UKA Umweltgerechte Kraftanlagen GmbH & Co. KG;ABR999408386086;25.09.2025
SEE983966825170;WEA 01;In Planung;;28.12.2024;Wind;4260;4260;17089;Gültz;WIND-projekt GmbH & Co. 45. Betriebs-KG;ABR968993683368;28.12.2024
SEE967658277782;WEA 02;In Planung;;28.12.2024;Wind;4260;4260;17089;Gültz;WIND-projekt GmbH & Co. 45. Betriebs-KG;ABR968993683368;28.12.2024
SEE966288855889;WEA 03;In Planung;;28.12.2024;Wind;4260;4260;17089;Gültz;WIND-projekt GmbH & Co. 45. Betriebs-KG;ABR968993683368;28.12.2024
SEE940859080085;WEA 04;In Planung;;28.12.2024;Wind;4260;4260;17089;Gültz;WIND-projekt GmbH & Co. 45. Betriebs-KG;ABR968993683368;28.12.2024
SEE908552804070;WEA 05;In Planung;;28.12.2024;Wind;4260;4260;17089;Gültz;WIND-projekt GmbH & Co. 45. Betriebs-KG;ABR968993683368;28.12.2024
SEE910900192012;WEA 06;In Planung;;28.12.2024;Wind;4260;4260;17089;Gültz;WIND-projekt GmbH & Co. 45. Betriebs-KG;ABR968993683368;28.12.2024
SEE949677733050;WEA 07;In Planung;;28.12.2024;Wind;4260;4260;17089;Gültz;WIND-projekt GmbH & Co. 45. Betriebs-KG;ABR968993683368;28.12.2024
SEE940930381162;WEA 08;In Planung;;28.12.2024;Wind;4260;4260;17089;Gültz;WIND-projekt GmbH & Co. 45. Betriebs-KG;ABR968993683368;28.12.2024
SEE957416624422;WEA 09;In Planung;;28.12.2024;Wind;4260;4260;17089;Gültz;WIND-projekt GmbH & Co. 45. Betriebs-KG;ABR968993683368;28.12.2024
SEE984633618347;Behrenhoff, WEA 9;In Planung;;27.12.2024;Wind;5300;5300;17498;Behrenhoff;Windpark Behrenhoff GmbH & Co. KG;ABR952430868555;27.12.2024
SEE982885487421;E 175 Sarow 1;In Planung;;23.12.2024;Wind;6000;6000;17091;Altenhagen;Komesker Energie Sarow 1. Betriebsgesellschaft mbH & Co. KG;ABR900724299431;29.07.2025
SEE939685100517;WEA 06;In Planung;;20.12.2024;Wind;5700;5700;23936;Upahl;WIND-projekt GmbH & Co. 52. Betriebs-KG;ABR939836183741;19.09.2025
SEE986372163089;WEA 01;In Planung;;19.12.2024;Wind;7200;7200;17398;Ducherow;Windpark Kupferberg GmbH & Co. KG;ABR929884457604;01.10.2025
SEE921319571206;WEA 02;In Planung;;19.12.2024;Wind;7200;7200;17398;Ducherow;Windpark Kupferberg GmbH & Co. KG;ABR929884457604;02.10.2025
SEE924274365750;Schlage Süd (Schlage IV)_WEA 07;In Planung;;16.12.2024;Wind;6000;6000;18196;Dummerstorf;wpd Windpark Schlage 2 GmbH & Co. KG;ABR933146796769;13.08.2025
SEE905341771766;Schlage Süd (Schlage IV)_WEA 09;In Planung;;16.12.2024;Wind;4200;4200;18196;Dummerstorf;BS Windertrag Nr. 5 GmbH & Co. KG;ABR912448933270;13.08.2025
SEE973177732121;Görmin WEA Lang;In Betrieb;02.12.2024;13.12.2024;Wind;4200;4200;17121;Görmin;MCL Regenerativ GmbH;ABR918167743565;11.07.2025
SEE914594689759;Windpark Demmin;In Planung;;13.12.2024;Wind;4260;4260;17109;Demmin;Windpark Demmin GmbH;ABR901433776961;13.12.2024
SEE905976500724;WEA 03;In Planung;;13.12.2024;Wind;5700;5700;18196;Dummerstorf;WIND-projekt GmbH & Co. 54. Betriebs-KG;ABR934305514699;13.12.2024
SEE925927515461;WEA 04;In Planung;;13.12.2024;Wind;5700;5700;18196;Dummerstorf;WIND-projekt GmbH & Co. 54. Betriebs-KG;ABR934305514699;13.12.2024
SEE993959555250;WEA 05;In Planung;;13.12.2024;Wind;6800;6800;18196;Dummerstorf;WIND-projekt GmbH & Co. 54. Betriebs-KG;ABR934305514699;13.12.2024
SEE995069789778;WEA 06;In Planung;;13.12.2024;Wind;6800;6800;18196;Dummerstorf;WIND-projekt GmbH & Co. 54. Betriebs-KG;ABR934305514699;13.12.2024
SEE982208533811;WEA 05;In Planung;;20.11.2024;Wind;5700;5700;23936;Questin;WIND-projekt GmbH & Co. 52. Betriebs-KG;ABR939836183741;20.11.2024
SEE998697285247;Neetzow 4;In Betrieb;28.10.2024;04.11.2024;Wind;5700;5700;17391;Neetzow-Liepen;Venterm sechs GmbH & Co.KG;ABR976566899399;16.06.2025
SEE957225004576;Neetzow 1;In Betrieb;07.10.2024;15.10.2024;Wind;5700;5700;17391;Neetzow-Liepen;Venterm sechs GmbH & Co.KG;ABR976566899399;09.07.2025
SEE950754226242;Neetzow 2;In Betrieb;07.10.2024;15.10.2024;Wind;5700;5700;17391;Neetzow-Liepen;Venterm sechs GmbH & Co.KG;ABR976566899399;16.09.2025
SEE912941856151;Neetzow 3;In Betrieb;10.10.2024;15.10.2024;Wind;5700;5700;17391;Neetzow-Liepen;Venterm sechs GmbH & Co.KG;ABR976566899399;06.05.2025
SEE947972033219;RubkowI V150-4,2 WEA1;In Planung;;04.10.2024;Wind;4200;4200;17390;Rubkow;Naturwind Schwerin GmbH;ABR920816539849;04.10.2024
SEE900410046882;RubkowI V150-4,2 WEA2;In Planung;;04.10.2024;Wind;4200;4200;17390;Rubkow;EnBW Windkraftprojekte GmbH;ABR986645205263;13.06.2025
SEE974160104864;RubkowI V150-4,2 WEA5;In Planung;;04.10.2024;Wind;4200;4200;17390;Rubkow;Windpark Rubkow GmbH & Co. KG;ABR919128382342;30.07.2025
SEE931114616545;WEA 1;In Planung;;04.10.2024;Wind;6000;6000;17392;Neuenkirchen;BS Beteiligung Nr. 12 GmbH & Co. KG;ABR996693042444;16.12.2024
SEE906284742851;WEA 2;In Planung;;04.10.2024;Wind;6000;6000;17392;Neuenkirchen;BS Beteiligung Nr. 12 GmbH & Co. KG;ABR996693042444;16.12.2024
SEE942946081142;WEA 3;In Planung;;04.10.2024;Wind;6000;6000;17392;Neuenkirchen;BS Beteiligung Nr. 12 GmbH & Co. KG;ABR996693042444;16.12.2024
SEE911256240242;WEA 4;In Planung;;04.10.2024;Wind;6000;6000;17391;Medow;BS Beteiligung Nr. 12 GmbH & Co. KG;ABR996693042444;16.12.2024
SEE947876253065;WEA 5;In Planung;;04.10.2024;Wind;4200;4200;17392;Neuenkirchen;BS Beteiligung Nr. 12 GmbH & Co. KG;ABR996693042444;16.12.2024
SEE900378116900;WEA Klein Dammerow 07;In Planung;;02.10.2024;Wind;6800;6800;19386;Gehlsbach;UGE Klein Dammerow Eins GmbH & Co. KG Umweltgerechte Energie;ABR937469689418;15.05.2025
SEE953797850870;WEA Klein Dammerow 08;In Planung;;02.10.2024;Wind;6800;6800;19386;Gehlsbach;UGE Klein Dammerow Eins GmbH & Co. KG Umweltgerechte Energie;ABR937469689418;15.05.2025
SEE966500480349;KladrumVI N149-5,7 WEA2;In Planung;;02.10.2024;Wind;5700;5700;19374;Kladrum;Windpark Kladrum West GmbH & Co. KG;ABR901978201256;28.03.2025
SEE999173198334;WEA 01;In Planung;;02.10.2024;Wind;6800;6800;19306;Neustadt-Glewe;WIND-projekt GmbH & Co. 39. Betriebs-KG;ABR966632565884;02.10.2024
SEE939183407903;WEA 02;In Planung;;02.10.2024;Wind;6800;6800;19306;Neustadt-Glewe;WIND-projekt GmbH & Co. 39. Betriebs-KG;ABR966632565884;02.10.2024
SEE918325439965;WEA 01;In Planung;;02.10.2024;Wind;5600;5600;18233;Neubukow;Windpark Neubukow GmbH & Co. Betriebs KG;ABR973148242529;02.10.2024
SEE913226467338;WEA02;In Planung;;02.10.2024;Wind;6000;6000;17392;Spantekow;Voßberg Zwei GmbH & Co. KG;ABR904357211181;07.01.2025
SEE952815230601;WEA 02;In Planung;;02.10.2024;Wind;5600;5600;18233;Neubukow;Windpark Neubukow GmbH & Co. Betriebs KG;ABR973148242529;09.10.2024
SEE960060425673;WEA 03;In Planung;;02.10.2024;Wind;5600;5600;18233;Neubukow;Windpark Neubukow GmbH & Co. Betriebs KG;ABR973148242529;02.10.2024
SEE927260245784;WEA 04;In Planung;;02.10.2024;Wind;5600;5600;18233;Neubukow;Windpark Neubukow GmbH & Co. Betriebs KG;ABR973148242529;02.10.2024
SEE988265922261;WKA 1;In Planung;;02.10.2024;Wind;5500;5500;19386;Granzin;eno energy GmbH;ABR918822616838;10.12.2024
SEE952754616467;WKA 2;In Planung;;02.10.2024;Wind;5500;5500;19386;Granzin;eno energy GmbH;ABR918822616838;10.12.2024
SEE945315218859;WEA 1;In Planung;;01.10.2024;Wind;4200;4200;19089;Zapel;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;16.12.2024
SEE934496244849;WEA 2;In Planung;;01.10.2024;Wind;4200;4200;19089;Barnin;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE948003492906;WEA 3;In Planung;;01.10.2024;Wind;4200;4200;19089;Barnin;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE997431673401;WEA 4;In Planung;;01.10.2024;Wind;4200;4200;19089;Barnin;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE912075136228;WEA 5;In Planung;;01.10.2024;Wind;4200;4200;19089;Zapel;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE941080434258;WEA 6;In Planung;;01.10.2024;Wind;4200;4200;19089;Crivitz;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE993514776687;WEA 7;In Planung;;01.10.2024;Wind;4200;4200;19089;Crivitz;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE941170220686;WEA 8;In Planung;;01.10.2024;Wind;4200;4200;19089;Crivitz;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE904247672214;WEA 9;In Planung;;01.10.2024;Wind;4200;4200;19089;Crivitz;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE929892979242;WEA 10;In Planung;;01.10.2024;Wind;4200;4200;19089;Crivitz;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE970648118606;KladrumVII N163-5,7 WEA3;In Planung;;01.10.2024;Wind;5700;5700;19374;Kladrum;Windpark Kladrum Mitte GmbH & Co. KG;ABR978064837057;28.03.2025
SEE964523147614;WEA 11;In Planung;;01.10.2024;Wind;4200;4200;19089;Crivitz;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE916573745982;WEA 13;In Planung;;01.10.2024;Wind;4200;4200;19089;Crivitz;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE957554895142;WEA 14;In Planung;;01.10.2024;Wind;4200;4200;19089;Crivitz;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE904131972017;WEA 15;In Planung;;01.10.2024;Wind;4200;4200;19089;Crivitz;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE995366114815;WEA 12;In Planung;;01.10.2024;Wind;4200;4200;19089;Crivitz;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE987678872583;KladrumVII N163-5,7 WEA4;In Planung;;01.10.2024;Wind;5700;5700;19374;Kladrum;Windpark Kladrum Mitte GmbH & Co. KG;ABR978064837057;28.03.2025
SEE927549044640;KladrumVII N163-5,7 WEA5;In Planung;;01.10.2024;Wind;5700;5700;19374;Kladrum;Windpark Kladrum Mitte GmbH & Co. KG;ABR978064837057;28.03.2025
SEE939655417539;WEA 16;In Planung;;01.10.2024;Wind;4200;4200;19089;Crivitz;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE910416224948;WEA 17;In Planung;;01.10.2024;Wind;4200;4200;19089;Crivitz;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE944768166502;WEA 18;In Planung;;01.10.2024;Wind;4200;4200;19089;Crivitz;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE981621691344;WEA 19;In Planung;;01.10.2024;Wind;4200;4200;19089;Crivitz;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE971213770717;WEA 20;In Planung;;01.10.2024;Wind;4200;4200;19089;Crivitz;Energieallianz MV Projekt Nr. 11 GmbH & Co. KG;ABR933767602791;07.05.2025
SEE902567855072;KladrumVII N163-5,7 WEA6;In Planung;;01.10.2024;Wind;5700;5700;19374;Kladrum;enercity Windpark Zölkow-Kladrum GmbH & Co. KG;ABR963241667251;06.08.2025
SEE962611603370;1229-01;In Planung;;30.09.2024;Wind;7200;7200;18184;Broderstorf;Windpark Broderstorf GmbH & Co. KG;ABR948265541817;30.09.2024
SEE991908087760;1229-02;In Planung;;30.09.2024;Wind;7200;7200;18184;Broderstorf;Windpark Broderstorf GmbH & Co. KG;ABR948265541817;30.09.2024
SEE911503075931;WKA 01;In Planung;;27.09.2024;Wind;6000;6000;17091;Kriesow;eno energy GmbH;ABR918822616838;27.09.2024
SEE992148031711;WKA 02;In Planung;;27.09.2024;Wind;6000;6000;17091;Kriesow;eno energy GmbH;ABR918822616838;27.09.2024
SEE950109156057;WEA2;In Planung;;27.09.2024;Wind;6000;6000;18299;Laage;eno energy GmbH;ABR918822616838;02.10.2024
SEE906230352721;WEA3;In Planung;;27.09.2024;Wind;6000;6000;18299;Laage;eno energy GmbH;ABR918822616838;02.10.2024
SEE968646402209;GrüZa WEA 1;In Planung;;27.09.2024;Wind;6000;6000;18442;Jakobsdorf;Windpark Grünkordshagen-Zandershagen GmbH & Co. KG;ABR929609722109;16.12.2024
SEE937575460505;GrüZa WEA 2;In Planung;;27.09.2024;Wind;6200;6200;18442;Jakobsdorf;Windpark Grünkordshagen-Zandershagen GmbH & Co. KG;ABR929609722109;16.12.2024
SEE978064296410;GrüZa WEA 3;In Planung;;27.09.2024;Wind;6200;6200;18442;Jakobsdorf;Windpark Grünkordshagen-Zandershagen GmbH & Co. KG;ABR929609722109;16.12.2024
SEE949817886288;GrüZa WEA 4;In Planung;;27.09.2024;Wind;6200;6200;18442;Jakobsdorf;Windpark Grünkordshagen-Zandershagen GmbH & Co. KG;ABR929609722109;16.12.2024
SEE980549705379;GrüZa WEA 5;In Planung;;27.09.2024;Wind;6200;6200;18442;Jakobsdorf;Windpark Grünkordshagen-Zandershagen GmbH & Co. KG;ABR929609722109;16.12.2024
SEE905887539615;GrüZa WEA 6;In Planung;;27.09.2024;Wind;6200;6200;18442;Jakobsdorf;Windpark Grünkordshagen-Zandershagen GmbH & Co. KG;ABR929609722109;16.12.2024
SEE980443028888;GrüZa WEA 7;In Planung;;27.09.2024;Wind;6200;6200;18461;Richtenberg;Windpark Grünkordshagen-Zandershagen GmbH & Co. KG;ABR929609722109;16.12.2024
SEE960733787619;GrüZa WEA 8;In Planung;;27.09.2024;Wind;6200;6200;18461;Richtenberg;Windpark Grünkordshagen-Zandershagen GmbH & Co. KG;ABR929609722109;16.12.2024
SEE994345245526;GrüZa WEA 9;In Planung;;27.09.2024;Wind;6000;6000;18461;Richtenberg;Energieallianz MV Projekt Nr. 7 GmbH & Co. KG;ABR923813787411;07.05.2025
SEE975686912438;WEA 08;In Planung;;23.09.2024;Wind;7000;7000;18507;Grimmen;WIND-projekt GmbH & Co. 51. Betriebs-KG;ABR904970817333;25.08.2025
SEE963146572339;WEA 09;In Planung;;23.09.2024;Wind;7000;7000;18507;Grimmen;WIND-projekt GmbH & Co. 51. Betriebs-KG;ABR904970817333;25.08.2025
SEE920579959922;WEA08 - NX96879;In Planung;;20.09.2024;Wind;5700;5700;19386;Werder;REpulse Werder Lübz WEA 8 GmbH & Co. KG;ABR916630804201;08.10.2025
SEE979101586853;WEA09 - NX96878;In Planung;;20.09.2024;Wind;5700;5700;19386;Werder;REpulse Werder Lübz WEA 9 GmbH & Co. KG;ABR955110692839;08.10.2025
SEE966758018332;WEA10 - NX96877;In Planung;;20.09.2024;Wind;5700;5700;19386;Werder;REpulse Werder Lübz WEA 10 GmbH & Co. KG;ABR917358294015;08.10.2025
SEE918352647029;WEA11 - NX96876;In Planung;;20.09.2024;Wind;5700;5700;19386;Lübz;REpulse Werder Lübz WEA 11 GmbH & Co. KG;ABR945956552374;08.10.2025
SEE993564743059;WEA 01;In Planung;;19.09.2024;Wind;5600;5600;18233;Neubukow;eno energy GmbH;ABR918822616838;19.09.2024
SEE927403074677;Windrad KSD;In Betrieb;09.09.2024;09.09.2024;Wind;0,6;0,6;18233;Am Salzhaff;(natürliche Person);ABR977584107015;14.08.2025
SEE903849694075;WEA2;In Betrieb;29.08.2024;04.09.2024;Wind;6000;6000;18461;Franzburg;Norddeutsche Energie WP Franzburg GmbH & Co. KG;ABR942866811850;02.06.2025
SEE916479645485;WEA 03;In Planung;;26.08.2024;Wind;6000;6000;18461;Franzburg;eno energy GmbH;ABR918822616838;26.08.2024
SEE955978095087;WEA 04;In Planung;;26.08.2024;Wind;6000;6000;18461;Franzburg;eno energy GmbH;ABR918822616838;26.08.2024
SEE984012231815;WEA 05;In Planung;;26.08.2024;Wind;6000;6000;18461;Franzburg;eno energy GmbH;ABR918822616838;26.08.2024
SEE942376605802;WEA1;In Betrieb;20.08.2024;23.08.2024;Wind;6000;6000;18461;Franzburg;Norddeutsche Energie WP Franzburg GmbH & Co. KG;ABR942866811850;24.06.2025
SEE963419127150;WEA 1 - WP Grimmen-Papenhagen;In Planung;;16.08.2024;Wind;5700;5700;18510;Papenhagen;Papenhäger Wind GmbH & Co. KG;ABR996423782589;23.10.2024
SEE977471535884;WEA 2 - WP Grimmen-Papenhagen;In Planung;;16.08.2024;Wind;5700;5700;18510;Papenhagen;RWE Windpark Papenhagen GmbH & Co. KG;ABR902428652376;09.01.2025
SEE923729333115;WEA 3 - WP Grimmen-Papenhagen;In Planung;;16.08.2024;Wind;5700;5700;18510;Papenhagen;RWE Windpark Papenhagen GmbH & Co. KG;ABR902428652376;09.01.2025
SEE973155875024;WEA 4 - WP Grimmen-Papenhagen;In Planung;;16.08.2024;Wind;5700;5700;18510;Papenhagen;RWE Windpark Papenhagen GmbH & Co. KG;ABR902428652376;09.01.2025
SEE950093418629;WEA 5 - WP Grimmen-Papenhagen;In Planung;;16.08.2024;Wind;5700;5700;18510;Papenhagen;RWE Windpark Papenhagen GmbH & Co. KG;ABR902428652376;09.01.2025
SEE973859841578;WEA 6 - WP Grimmen-Papenhagen;In Planung;;16.08.2024;Wind;5700;5700;18510;Wittenhagen;Windpark Wittenhagen GmbH;ABR956528678941;23.10.2024
SEE932578124461;WEA 7 - WP Grimmen-Papenhagen;In Planung;;16.08.2024;Wind;5700;5700;18510;Wittenhagen;Windpark Wittenhagen GmbH;ABR956528678941;23.10.2024
SEE942109843174;KWK fh-elmo;Vorübergehend stillgelegt;11.08.2024;12.08.2024;Wind;0,6;0,6;18279;Lalendorf;(natürliche Person);ABR994993274190;01.07.2025
SEE967628204220;A2 Am Oder-Neisse-Radweg 2;In Planung;;06.08.2024;Wind;6000;6000;17328;Penkun;ENERTRAG SE;ABR912499302384;06.08.2024
SEE948566265276;WEA 1;In Planung;;05.08.2024;Wind;7000;7000;17329;Nadrensee;PROKON Windpark Nadrensee GmbH & Co. KG;ABR909738597236;14.10.2025
SEE936893065768;WEA 2;In Planung;;05.08.2024;Wind;7000;7000;17329;Nadrensee;PROKON Windpark Nadrensee GmbH & Co. KG;ABR909738597236;14.10.2025
SEE952000621719;WEA 3;In Planung;;05.08.2024;Wind;7000;7000;17329;Nadrensee;PROKON Windpark Nadrensee GmbH & Co. KG;ABR909738597236;14.10.2025
SEE990587004860;WEA 4;In Planung;;05.08.2024;Wind;7000;7000;17329;Nadrensee;PROKON Windpark Nadrensee GmbH & Co. KG;ABR909738597236;14.10.2025
SEE957414766919;WPK_02;In Planung;;25.07.2024;Wind;3900;3900;19260;Vellahn;Windpark Kloddram GmbH;ABR927157249000;25.07.2024
SEE949383244987;WPK_04;In Planung;;25.07.2024;Wind;3900;3900;19260;Vellahn;Windpark Kloddram GmbH;ABR927157249000;25.07.2024
SEE926117134172;WPK_03;In Planung;;25.07.2024;Wind;3900;3900;19260;Vellahn;Windpark Kloddram GmbH;ABR927157249000;25.07.2024
SEE963051524430;WPK_08;In Planung;;25.07.2024;Wind;3900;3900;19260;Vellahn;Windpark Kloddram GmbH;ABR927157249000;25.07.2024
SEE905058508594;WPK_09;In Planung;;25.07.2024;Wind;3900;3900;19260;Vellahn;Windpark Kloddram GmbH;ABR927157249000;25.07.2024
SEE999583731794;WPK_05;In Planung;;25.07.2024;Wind;3900;3900;19260;Vellahn;Windpark Kloddram GmbH;ABR927157249000;25.07.2024
SEE935065162915;WPK_06;In Planung;;25.07.2024;Wind;3900;3900;19260;Vellahn;Windpark Kloddram GmbH;ABR927157249000;25.07.2024
SEE960070045472;WPK_07;In Planung;;25.07.2024;Wind;3900;3900;19260;Vellahn;Windpark Kloddram GmbH;ABR927157249000;25.07.2024
SEE966279289228;WPK_01;In Planung;;24.07.2024;Wind;3900;3900;19260;Vellahn;Windpark Kloddram GmbH;ABR927157249000;26.07.2024
SEE996226830883;WEA Rossow 01;In Planung;;23.07.2024;Wind;7000;7000;17322;Rossow;Windpark Rossow GmbH & Co. KG;ABR952127181844;24.06.2025
SEE958372230610;WEA 03;In Betrieb;16.07.2024;17.07.2024;Wind;5700;5700;23936;Questin;WIND-projekt GmbH & Co. 33. Betriebs-KG;ABR917146616845;09.08.2024
SEE931574990551;WEA 02;In Betrieb;10.07.2024;12.07.2024;Wind;5700;5700;23936;Questin;WIND-projekt GmbH & Co. 33. Betriebs-KG;ABR917146616845;12.07.2024
SEE996979194454;WEA N01;In Planung;;09.07.2024;Wind;5700;5700;17328;Penkun;Windpark Rollberg GmbH & Co . KG;ABR992406702766;08.09.2025
SEE915306774527;WEA N02;In Planung;;09.07.2024;Wind;5700;5700;17328;Penkun;Windpark Penkun 4 GmbH & Co. KG;ABR997866135437;08.09.2025
SEE924437508550;WEA N03;In Planung;;09.07.2024;Wind;5700;5700;17328;Penkun;Windpark Penkun 3 GmbH & Co. KG;ABR908439718810;08.09.2025
SEE908050475451;WEA N05;In Planung;;09.07.2024;Wind;5700;5700;17328;Penkun;Windpark Rollberg GmbH & Co . KG;ABR992406702766;08.09.2025
SEE968763951574;WEB Windpark Kuhs III;In Planung;;03.07.2024;Wind;5600;5600;18276;Kuhs;WEB Windenergie Deutschland GmbH;ABR960207546728;03.07.2024
SEE912069142228;Uelitz WEA 8;In Planung;;03.07.2024;Wind;5700;5700;19077;Uelitz;VR-Windpark Milow GmbH & Co. KG;ABR969851698807;09.10.2024
SEE905228150608;WEA 04;In Betrieb;19.06.2024;01.07.2024;Wind;6800;6800;23936;Upahl;WIND-projekt GmbH & Co. 33. Betriebs-KG;ABR917146616845;10.07.2024
SEE905403998568;JOER 1206-01;In Planung;;01.07.2024;Wind;4800;4800;17168;Jördenstorf;VSB Windpark Jördenstorf GmbH & Co. KG;ABR986145781052;25.09.2024
SEE926608810233;JOER 1206-02;In Planung;;01.07.2024;Wind;4800;4800;17168;Jördenstorf;VSB Windpark Jördenstorf GmbH & Co. KG;ABR986145781052;25.09.2024
SEE914887182233;JOER 1206-03;In Planung;;01.07.2024;Wind;4800;4800;17168;Jördenstorf;VSB Windpark Jördenstorf GmbH & Co. KG;ABR986145781052;25.09.2024
SEE993343562154;JOER 1206-04;In Planung;;01.07.2024;Wind;4800;4800;17168;Jördenstorf;VSB Windpark Jördenstorf GmbH & Co. KG;ABR986145781052;25.09.2024
SEE922084187272;JOER 1206-05;In Planung;;01.07.2024;Wind;4800;4800;17168;Jördenstorf;VSB Windpark Jördenstorf GmbH & Co. KG;ABR986145781052;25.09.2024
SEE943507607672;WEA Bartow 01;In Planung;;28.06.2024;Wind;6800;6800;17089;Bartow;UKA Umweltgerechte Kraftanlagen GmbH & Co. KG;ABR999408386086;25.11.2025
SEE970858117130;WEA Bartow 02;In Planung;;28.06.2024;Wind;6800;6800;17089;Bartow;UKA Umweltgerechte Kraftanlagen GmbH & Co. KG;ABR999408386086;25.11.2025
SEE950685635175;Wussentin 1;In Planung;;27.06.2024;Wind;5700;5700;17391;Stolpe;Planungsgesellschaft Medow GmbH & Co. KG;ABR960142287953;16.01.2025
